scenario,year,region,del K(materials) Share,del Labor Share,del E (energy service) Share,del Net Energy Export,del GDP,unit
SSP2|NoRusX less SSP2,2050,Europe_Non_EU,-1.607335561,-3.309348424,-2.155771288,0.275678071,-6.796777203,Billions 2015 US$
SSP2|NoRusX less SSP2,2050,European Free Trade Association,-0.135363775,1.584954851,-0.099906586,16.43385901,17.7835435,Billions 2015 US$
SSP2|NoRusX less SSP2,2050,India,-1.728963381,-6.890570513,-6.263800058,2.679656488,-12.20367746,Billions 2015 US$
SSP2|NoRusX less SSP2,2050,Indonesia,3.382687603,12.0499589,0.928481306,15.2346594,31.5957872,Billions 2015 US$
SSP2|NoRusX less SSP2,2050,Japan,-1.095610587,-6.884528355,-7.288916349,-0.02248089,-15.29153618,Billions 2015 US$
SSP2|NoRusX less SSP2,2050,Mexico,1.616300038,2.924926414,0.726193833,8.575048445,13.84246873,Billions 2015 US$
SSP2|NoRusX less SSP2,2050,Middle East,4.735405585,22.59918906,21.63108178,123.0475942,172.0132707,Billions 2015 US$
SSP2|NoRusX less SSP2,2050,Pakistan,0,-0.227989222,-0.974820457,1.284364441,0.081554763,Billions 2015 US$
SSP2|NoRusX less SSP2,2050,Russia,5.675824725,-35.97411877,-15.25334171,-484.0538371,-529.6054729,Billions 2015 US$
SSP2|NoRusX less SSP2,2050,South Africa,0.135855711,0.424366391,0.221427459,8.335692601,9.117342161,Billions 2015 US$
SSP2|NoRusX less SSP2,2050,South America_Northern,-0.076208394,3.33202257,3.581017137,28.79030807,35.62713938,Billions 2015 US$
SSP2|NoRusX less SSP2,2050,South America_Southern,0.084098484,0.842880451,-0.008052031,2.968133898,3.887060801,Billions 2015 US$
SSP2|NoRusX less SSP2,2050,South Asia,-0.872302702,-1.211683313,-9.480218432,0.852140609,-10.71206384,Billions 2015 US$
SSP2|NoRusX less SSP2,2050,South Korea,-0.880585072,-4.385396272,-2.905904332,-1.423680324,-9.595565999,Billions 2015 US$
SSP2|NoRusX less SSP2,2050,Southeast Asia,-3.64878952,-5.13478021,-4.491642141,12.58929858,-0.685913296,Billions 2015 US$
SSP2|NoRusX less SSP2,2050,Taiwan,-0.129870476,-1.095953467,-0.718691023,-0.568093739,-2.512608704,Billions 2015 US$
SSP2|NoRusX less SSP2,2050,USA,0.176357169,5.433981694,1.906411989,51.44333308,58.96008393,Billions 2015 US$
SSP2|NoRusX less SSP2,2050,GLOBAL,11.98926392,14.83661765,-14.84397937,0.001386595,11.98328879,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,Africa_Eastern,-1.308200055,-19.09604991,-73.97215569,-3.701962668,-98.07836832,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,Africa_Northern,-0.208639449,0.548461621,-2.029991297,21.6817521,19.99158297,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,Africa_Southern,-1.509661442,-8.2175708,-2.518897753,-2.81093176,-15.05706175,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,Africa_Western,-3.162010408,-45.86315176,-60.58968987,-8.695345822,-118.3101979,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,Argentina,0.153340118,3.569312501,0.314061992,9.975279723,14.01199433,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,Australia_NZ,-0.698794288,8.592329194,4.371570672,73.00611696,85.27122254,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,Brazil,0.311334667,4.126852397,-0.408658641,10.87057708,14.9001055,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,Canada,-0.827073481,5.578917519,-0.19002834,44.09536383,48.65717953,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,Central America and Caribbean,0.002564873,0.715428932,-0.828759597,4.208685217,4.097919426,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,Central Asia,-0.168743968,3.324024885,8.249756198,43.24732557,54.65236269,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,China,-2.761025824,-24.4168353,-23.69130674,35.26053803,-15.60862983,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,Colombia,-0.151494913,1.507304477,-0.28919798,9.86599306,10.93260464,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,EU-12,-0.215604734,-0.359767333,-1.180434695,8.199453483,6.443646721,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,EU-15,-3.054582274,-10.41823843,-14.0949864,37.36996756,9.802160459,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,Europe_Eastern,-0.056767518,0.01373079,-0.62462118,11.81001574,11.14235783,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,Europe_Non_EU,-1.124784301,-3.853252233,-2.363837392,2.395445524,-4.946428402,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,European Free Trade Association,-0.368479285,1.612414208,-0.993530722,23.40408366,23.65448786,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,India,-2.90690629,-24.91821396,-25.17727078,1.201168738,-51.80122229,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,Indonesia,0.614264778,11.78654778,-0.906825273,45.75878562,57.2527729,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,Japan,-2.349111424,-15.6896533,-22.04942143,13.55110326,-26.53708289,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,Mexico,3.076940586,12.31591774,0.762255938,27.23010146,43.38521573,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,Middle East,1.571863194,67.47825999,32.34318633,214.5694319,315.9627414,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,Pakistan,0,-4.043110244,-24.36157671,-1.998337826,-30.40302478,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,Russia,7.208373453,-12.11657895,28.07729555,-777.3581896,-754.1890996,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,South Africa,0.213706281,3.171557649,0.145064591,9.69049443,13.22082295,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,South America_Northern,1.360430899,3.657702028,19.26247228,30.54627892,54.82688413,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,South America_Southern,-0.237823107,-0.267369462,-1.513164736,5.62821396,3.609856655,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,South Asia,-4.156905626,-11.84367019,-88.42813955,-1.653247955,-106.0819633,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,South Korea,-1.083083907,-7.452315517,-6.495619208,-0.374954995,-15.40597363,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,Southeast Asia,-4.775413858,-7.842223111,-18.39614602,23.48514614,-7.528636843,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,Taiwan,-0.192017303,-1.550844696,-1.070932675,-0.818829508,-3.632624183,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,USA,-1.383350919,12.65715033,-3.561377189,90.35775421,98.07017644,Billions 2015 US$
SSP2|NoRusX less SSP2,2100,GLOBAL,-18.18765553,-57.29293315,-282.2109063,-0.002723962,-357.6942189,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,Africa_Eastern,-0.085,-0.172,-0.752,0.720,-0.290,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,Africa_Northern,1.324,1.114,6.017,32.797,41.251,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,Africa_Southern,0.002,-0.009,0.034,4.501,4.529,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,Africa_Western,1.702,2.313,7.599,51.097,62.712,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,Argentina,0.016,0.019,0.059,2.411,2.506,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,Australia_NZ,-0.047,-0.171,-0.406,3.335,2.712,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,Brazil,-0.009,-0.006,-0.049,4.324,4.260,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,Canada,0.152,0.819,1.212,50.543,52.726,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,Central America and Caribbean,-0.090,-0.076,-0.191,0.206,-0.151,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,Central Asia,0.212,0.887,3.839,15.270,20.208,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,China,-1.280,-1.801,-5.802,-10.791,-19.674,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,Colombia,-0.004,-0.006,-0.019,2.589,2.560,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,EU-12,-0.234,-0.365,-0.940,3.153,1.613,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,EU-15,-1.658,-2.982,-6.355,0.896,-10.098,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,Europe_Eastern,0.065,0.633,1.860,6.959,9.518,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,Europe_Non_EU,-0.349,-0.358,-0.948,-1.766,-3.421,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,European Free Trade Association,-0.037,-0.131,-0.258,11.989,11.564,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,India,-0.710,-0.907,-2.902,-2.115,-6.635,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,Indonesia,0.224,0.308,0.434,26.855,27.821,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,Japan,-1.138,-2.748,-6.583,-5.925,-16.394,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,Mexico,0.256,0.194,0.749,20.483,21.680,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,Middle East,0.702,0.827,4.428,59.243,65.200,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,Pakistan,0.000,-0.162,-0.563,0.029,-0.696,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,Russia,-0.811,-9.873,-17.457,-317.237,-345.378,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,South Africa,-0.017,0.014,-0.107,0.581,0.471,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,South America_Northern,-0.043,-0.338,-0.675,41.061,40.005,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,South America_Southern,-0.113,-0.199,-0.444,0.901,0.145,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,South Asia,-0.180,-0.113,-2.463,0.175,-2.580,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,South Korea,-0.273,-0.418,-1.248,-5.224,-7.163,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,Southeast Asia,-0.911,-0.612,-2.844,-0.552,-4.920,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,Taiwan,-0.049,-0.140,-0.247,-2.133,-2.568,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,USA,-0.948,-2.342,-5.595,5.622,-3.263,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2030,GLOBAL,-4.333,-16.802,-30.617,-0.001,-51.753,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,Africa_Eastern,-0.020532284,0.16856199,-0.241440107,0.950268874,0.856858473,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,Africa_Northern,11.02539348,22.50317426,22.11573813,47.93024271,103.5745486,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,Africa_Southern,2.752637723,4.909484723,0.541499668,3.053708966,11.25733108,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,Africa_Western,7.157209838,37.6982302,18.04182461,11.73256333,74.62982798,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,Argentina,0.433803447,2.030435188,0.405766997,5.216485479,8.086491111,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,Australia_NZ,-0.011976686,0.230716192,0.073121278,6.330868135,6.622728919,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,Brazil,0.536743038,2.060180163,0.077811266,5.4346978,8.109432268,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,Canada,-0.600323098,11.12172869,2.701286041,60.14376582,73.36645746,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,Central America and Caribbean,-0.040280477,-0.039066628,-0.091310749,1.754165821,1.583507967,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,Central Asia,-0.053861355,3.84166447,7.407142314,25.4547675,36.64971293,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,China,-1.96338398,-15.12912393,-9.818922834,-0.523460147,-27.43489089,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,Colombia,0.100390631,1.138381941,0.139617783,3.144567863,4.522958218,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,EU-12,-0.206888483,-0.725238608,-0.741632625,3.802371841,2.128612124,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,EU-15,-1.994347058,-9.96556601,-4.28540183,12.97885794,-3.266456953,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,Europe_Eastern,-0.101594371,2.041686142,3.757542091,12.05369547,17.75132933,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,Europe_Non_EU,-1.177120536,-2.556622218,-1.303945806,-1.133397879,-6.171086438,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,European Free Trade Association,-0.098788777,1.646780072,0.142177831,10.19959634,11.88976547,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,India,-0.510573756,-3.183471536,-1.011822061,8.193217907,3.487350555,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,Indonesia,4.611659656,15.78378811,1.939633327,33.21313607,55.54821717,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,Japan,-0.665829,-5.058508144,-4.203355293,-0.720865337,-10.64855777,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,Mexico,4.151839595,7.515802011,1.610723957,9.113129375,22.39149494,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,Middle East,4.97496722,28.45198693,17.00929381,64.98290053,115.4191485,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,Pakistan,0,0.000475564,0.006088199,0.85821209,0.864775854,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,Russia,4.476664907,-37.82269861,-24.18503907,-367.6087491,-425.1398219,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,South Africa,-0.008893242,-0.024143076,-0.01783285,1.541713203,1.490844035,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,South America_Northern,0.021620131,0.920834441,1.126012508,9.000724924,11.069192,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,South America_Southern,0.026019973,0.435583626,-0.102522984,2.895473035,3.25455365,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,South Asia,-0.312833103,-0.428305112,-2.812854608,0.931037047,-2.622955775,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,South Korea,-0.721156998,-3.868564378,-2.006861038,-3.609577695,-10.20616011,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,Southeast Asia,-2.204538886,-2.764838485,-3.629152938,5.762820342,-2.835709967,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,Taiwan,-0.055980569,-0.931937274,-0.304189724,-1.134546537,-2.426654105,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,USA,-0.287073913,0.80327224,-1.500762866,28.05894071,27.07437617,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2050,GLOBAL,29.23297307,60.80468296,20.83823242,0.001332444,110.8772209,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,Africa_Eastern,0.065182467,-0.153298898,0.437941872,0.549387013,0.899212454,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,Africa_Northern,0.67088802,3.877250534,2.632210601,-12.83379877,-5.653449613,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,Africa_Southern,-0.694287624,-5.395808289,-0.077999887,-0.136362189,-6.304457989,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,Africa_Western,3.698463525,-0.186467334,26.51722226,-1.470283045,28.5589354,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,Argentina,0.18827406,3.284369218,0.46561488,6.980070301,10.91832846,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,Australia_NZ,-0.167430713,2.766079282,1.733435404,13.05261824,17.38470221,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,Brazil,0.528654168,4.938264114,0.214383389,6.381143282,12.06244495,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,Canada,0.00902186,-0.455148351,-0.308706322,-26.55944892,-27.31428173,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,Central America and Caribbean,0.834211081,3.029538136,0.628486633,5.274804519,9.767040369,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,Central Asia,-0.257255392,1.62541786,1.438296152,15.03430051,17.84075913,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,China,-1.198500404,-9.659365453,-9.527107914,15.53314655,-4.851827224,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,Colombia,-0.046904097,1.406629963,0.229099471,3.850024765,5.438850103,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,EU-12,-0.063406613,-0.326769882,-0.364656319,3.080046067,2.325213254,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,EU-15,0.085557838,4.931872485,-0.258701717,28.74370535,33.50243395,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,Europe_Eastern,-0.071742027,0.844767343,1.878545457,5.055574815,7.707145588,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,Europe_Non_EU,-0.746317003,-3.090979295,-1.013190425,0.311581858,-4.538904865,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,European Free Trade Association,-0.224953601,2.418645311,0.366176093,10.92571269,13.48558049,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,India,-0.194672531,1.719549516,-0.704406536,10.59883726,11.41930771,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,Indonesia,1.121698823,12.05353931,1.267259103,2.229382305,16.67187955,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,Japan,0.068795856,0.083544239,0.471217446,6.185083664,6.808641205,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,Mexico,2.767213632,9.490725531,2.149521929,13.67935756,28.08681865,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,Middle East,3.46386385,62.67405438,36.79926285,99.63835802,202.5755391,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,Pakistan,0,-0.136592872,-0.749515213,1.379539014,0.493430928,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,Russia,3.714156358,-25.84632252,-16.23302054,-294.9072728,-333.2724595,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,South Africa,0.073976881,0.681567592,0.144756717,2.476672098,3.376973289,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,South America_Northern,0.096849385,3.771071852,7.405384972,13.21761485,24.49092105,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,South America_Southern,-0.056692194,1.416348157,-0.002410033,4.935108421,6.29235435,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,South Asia,-0.146940911,-0.397820703,-2.496067544,0.903633334,-2.137195824,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,South Korea,-0.195901498,-2.406485906,-0.90922612,-1.932536096,-5.44414962,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,Southeast Asia,3.695771217,9.863271887,5.180501959,17.0920404,35.83158546,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,Taiwan,-0.008915022,-0.384780862,-0.044435336,0.268408703,-0.169722517,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,USA,-0.366883207,18.98176156,3.86601196,50.46697325,72.94786356,Billions 2015 US$
RCP2.6|NoRusX less RCP2.6,2100,GLOBAL,16.64177618,101.4184279,61.13588524,0.003423003,179.1995123,Billions 2015 US$
